genres,title,item_id,anio_lanzamiento
simulation,Yu-Gi-Oh! ARC-V Zuzu v. Julia,523506,2016
simulation,Yu-Gi-Oh! ARC-V: Declan vs Celina,523521,2016
simulation,Yu-Gi-Oh! GX: Leaders,523511,2016
simulation,TS Marketplace: Three Country Corner Scenario Pack 01 Add-On,448183,2016
simulation,FSX Steam Edition: Toposim Western Europe Add-On,536543,2016
simulation,FSX Steam Edition: Toposim Eastern Europe Add-On,536546,2016
"adventure,casual",Sacred Almanac Traces of Greed,544650,2016
"action,indie",EARTH'S DAWN,494600,2016
"action,indie,simulation",The Sandbox Evolution - Soundtrack,555770,2016
"action,adventure",Watch_Dogs® 2 - Root Access Pack,525011,2016
"indie,strategy",Ascension VR - War of Shadows,557200,2016
"casual,simulation,sports,strategy",3D Chess,535700,2016
"casual,simulation",Rocksmith® 2014 Edition - Remastered – Brian Setzer - “Stray Cat Strut”,509674,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – Variety Song Pack VI,509678,2016
"casual,simulation",Rocksmith® 2014 Edition - Remastered – Gin Blossoms - “Hey Jealousy”,509676,2016
"casual,simulation",Rocksmith® 2014 Edition - Remastered – David Bowie - “Suffragette City”,509677,2016
"casual,simulation",Rocksmith® 2014 Edition - Remastered – The Fall of Troy - “F.C.P.R.E.M.I.X.”,509675,2016
"action,indie",Wondee,549660,2016
"adventure,indie",Time Of Silence,545370,2016
"action,adventure,indie,rpg",ICEY OST,564180,2016
"action,casual,indie",Galactic Fighter,556110,2016
"casual,indie,strategy",Patchwork,528250,2016
"action,free to play,indie",Hunger Dungeon Deluxe Edition + Sound Track,540330,2016
"action,free to play,indie",Hunger Dungeon,513560,2016
"indie,simulation",hack_me - Wallpapers,564300,2016
"adventure,casual,indie,rpg,strategy",Guardian Of December - Soundtracks,566330,2016
"adventure,casual,indie,rpg",Fated Souls 2,523900,2016
"casual,indie,strategy",Hade,552160,2016
"indie,strategy,early access",Stratus: Battle For The Sky,355490,2016
adventure,Lara Croft GO,540840,2016
"adventure,free to play,indie",Ludu,563400,2016
"action,casual,indie",The Night Christmas Ended,558440,2016
"action,casual",JETPACK PORTER,558020,2016
"adventure,casual,indie",Magi Trials - Dakimakuras,549113,2016
simulation,Industry Manager: Future Technologies - Awesome Products Pack,444360,2016
"indie,simulation",Euro Truck Simulator 2 - Vive la France !,531130,2016
"adventure,casual,indie",Sceal: An Irish Folklore Adventure,507060,2016
"action,casual,indie",Other Tanks,543780,2016
"indie,simulation,strategy",Stellar Monarch,446000,2016
"casual,indie",Zup! 2,562220,2016
"casual,indie,simulation,strategy,early access",Coffee Shop Tycoon,370060,2016
rpg,Void Pyramid,563430,2016
"action,casual,indie,strategy",Moorhuhn schlägt zurück,535680,2016
"adventure,indie,rpg",Ohr: אור,376480,2016
simulation,DCS: F-5E Tiger II,411894,2016
"action,indie,strategy,early access",Minion Masters,489520,2016
"action,indie,strategy",Minion Masters - Premium Upgrade,551880,2016
"adventure,indie,strategy",DROD: Smitemaster's Selection Expansions 5+6,422192,2016
"action,adventure,indie",Zolg,555710,2016
"action,casual,indie",SkyTime,513620,2016
rpg,The Dwarves - Digital Deluxe Edition Extras,545070,2016
"casual,free to play,indie,simulation,sports,strategy",Pixel Puzzles Ultimate - Puzzle Pack: Winter,565320,2016
"action,indie","Drones, The Human Condition",556130,2016
"indie,strategy,early access",Crumbled World,542910,2016
"casual,indie,rpg,strategy",EURGAVA™ - Fight for Haaria,559350,2016
"adventure,casual,indie,strategy",Ahnayro: The Dream World,449730,2016
"casual,free to play,indie",Terminal Hacker,547010,2016
"casual,free to play,indie",Terminal Hacker - Payload,547030,2016
"action,free to play,massively multiplayer,rpg,strategy",Prime World - Pro Pack,255252,2016
"action,adventure,casual,indie",Space Cat,539980,2016
"adventure,indie",Dispersio,563180,2016
"casual,indie,simulation",Merlin adventurer store,561340,2016
"adventure,free to play,indie",The Uncertain: Episode 1 - The Last Quiet Day Soundtrack and Artbook,564030,2016
"action,adventure,indie",Construct: Escape the System,497080,2016
"casual,indie,simulation",FourChords Guitar Karaoke - Daughtry,563282,2016
"adventure,indie,strategy",DROD: Smitemaster's Selection Expansions 3+4,422191,2016
"action,sports",Steep™ - Season Pass,564360,2016
"indie,simulation",Euro Truck Simulator 2 - Finnish Paint Jobs Pack,540720,2016
"indie,simulation",Euro Truck Simulator 2 - Belgian Paint Jobs Pack,540721,2016
"indie,rpg,strategy",Fantasy Grounds - Mini-Dungeon #014: The Soul of a Prince (5E),554130,2016
"indie,rpg,strategy",Fantasy Grounds - Mini-Dungeon #015: Torment at Torni Tower (5E),554500,2016
"indie,rpg,strategy",Fantasy Grounds -  Beneath the Festered Sun (PFRPG),561310,2016
"indie,rpg,strategy",Fantasy Grounds - Daring Tales of Chivalry #02: Death at the Joust (Savage Worlds),560670,2016
"indie,rpg,strategy",Fantasy Grounds - Kith'takharos: Seal the Rift (3.5E/PFRPG),559790,2016
"racing,simulation,sports,strategy",Motorsport Manager - Livery Pack,551810,2016
"action,indie,massively multiplayer",Last Survivor - Deluxe Edition,561240,2016
"adventure,casual",Demon Hunter 3: Revelation,527420,2016
"action,casual,indie",Astervoid 2000 Soundtrack,563590,2016
"action,casual,indie",Astervoid 2000,423870,2016
"action,adventure,indie",King Lucas,391600,2016
"action,casual,indie,racing,simulation,early access",Mindball Play,446850,2016
"adventure,indie,rpg",Empyrean,557700,2016
"action,casual,indie,early access",Akuto: Mad World,530130,2016
strategy,Master of Orion: Elerian Fiefdoms,558301,2016
strategy,Master of Orion: Gnolam League,558302,2016
strategy,Master of Orion: Trilarian Shoal,558300,2016
"adventure,indie",Maize,284240,2016
indie,Bunny &amp; Piggy,549810,2016
"action,indie,simulation",The Electric Shocktopus,521300,2015
"action,indie",Legacy of the Elder Star Soundtrack,538690,2016
"animation &amp,modeling,education,utilities,web publishing",Firefly,267655,2016
casual,Phrase Shift,535980,2016
"indie,strategy",Star-Twine,548110,2011
"adventure,casual,indie,rpg,strategy",Guardian Of December,563910,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “How’s It Going To Be”,509671,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “Never Let You Go,509672,2016
"action,adventure,casual,indie",Charlie's Adventure,556870,2016
"action,casual,indie",Chicken Invaders 5 - Christmas Edition,543610,2016
"action,adventure,indie,racing,early access",VCB: Why City,533120,2016
"action,casual,indie",PHAT STACKS,556160,2016
"action,adventure,casual",Immersion,562690,2016
"action,casual,indie",ARK BOX Unlimited,553780,2016
"adventure,casual,indie,simulation",Mystic Destinies: Serendipity of Aeons - Takumi,508161,2016
"free to play,massively multiplayer,simulation",Atom Fishing II,557780,2016
"casual,simulation",Colony,509450,2016
"casual,indie",TWIN BROS,551670,2016
"action,adventure,indie,rpg,early access",State of Extinction,411520,2016
casual,Bounce - Soundtrack,559590,2016
"action,adventure,indie,rpg",Blade &amp; Bones,513370,2016
"casual,indie,strategy",Iron Sea - Soundtrack,515950,2016
"casual,strategy",Medieval Defenders - Soundtrack,552020,2016
simulation,Train Simulator: BR Class 150/1 DMU Add-On,448184,2016
"design &amp,illustration,photo editing",CGWallpapers,527350,2016
"action,adventure,indie",Radiation Island,307940,2016
simulation,TS Marketplace: GWR Toplight Coaches Pack 01,448207,2016
"action,indie,rpg",The Metronomicon - J-Punch Challenge Pack,558290,2016
"free to play,strategy,early access",ComPet - Beast Battles,532800,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “Semi-Charmed Life”,509670,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “Jumper”,509669,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – Third Eye Blind Song Pack,509673,2016
"casual,indie",Turbo Pug Soundtrack,533810,2016
"action,adventure",Watch_Dogs® 2 - Punk Rock Pack,525012,2016
"action,adventure",Watch_Dogs® 2 - Pixel Art Pack,525015,2016
"action,adventure",Watch_Dogs® 2 - Glam Pack,525018,2016
"action,adventure",Watch_Dogs® 2 - Ubisoft Pack,525033,2016
"action,adventure",Watch_Dogs® 2 - Private Eye Pack,525019,2016
"action,adventure",Watch_Dogs® 2 - Ded Labs Pack,525035,2016
"action,adventure",Watch_Dogs® 2 - Ultimate Pack,558390,2016
"action,adventure","Watch_Dogs® 2 - Guts, Grit and Liberty Pack",525037,2016
"action,adventure,casual,indie,strategy",Box Maze - Everyday People Skins Pack,562790,2016
"adventure,simulation,early access",Island Simulator 2016,507440,2016
"adventure,casual",Shrouded Tales: The Spellbound Land Collector's Edition,559970,2016
"action,adventure,simulation",Island Simulator 2016 - Mp-44,541810,2016
"action,indie",Breaking Bones,560570,2016
"indie,strategy",Shattered Throne,469710,2016
"adventure,indie",Quern - Undying Thoughts,512790,2016
"action,racing,simulation",Mad Hunter,558610,2016
"free to play,massively multiplayer,rpg",Dark Eden,548290,2016
"casual,simulation,early access",Turret Architect,556070,2016
"casual,indie,simulation",FourChords Guitar Karaoke - Avril Lavigne Song Pack,559370,2016
"design &amp,illustration,web publishing",RPG Maker MV - Twilight Shrine: Japanese Resource Pack,558762,2016
"action,casual,indie",Euclidean Soundtrack,538370,2016
"action,indie,rpg,early access",Sunset Rangers,559340,2016
"design &amp,illustration,web publishing",RPG Maker MV - Call of Darkness: Japanese Resource Pack,558761,2016
"design &amp,illustration,web publishing",RPG Maker MV - Festival of Light: Japanese Resource Pack,558760,2016
indie,Soundtrack,561720,2016
"simulation,strategy",Carpe Deal 'Em,528190,2016
simulation,Trainz Route: Canadian Rocky Mountains - Columbia River Basin,486100,2016
"action,adventure",METAL GEAR SOLID V: THE PHANTOM PAIN - MB Coin 2000,437233,2016
"action,adventure,indie",Ninja Smasher!,552610,2016
"casual,indie,simulation,strategy",ArsonVille,553610,2016
"action,rpg",PAYDAY 2: Gage Spec Ops Pack,548420,2016
"massively multiplayer,racing,simulation,sports",Peak Angle: Drift Online,547410,2016
action,DoDonPachi Resurrection BLACK LABEL Arrange Mode Album,550382,2016
"action,indie",Z-Exemplar,434750,2016
"action,adventure,indie,rpg,simulation",Project Abyss - Art &amp; Music Collection,561130,2016
"casual,indie,simulation",FourChords Guitar Karaoke - Taylor Swift II Song Pack,559381,2016
adventure,Red Spider: Vengeance,537130,2014
"action,adventure",Watch_Dogs® 2 - Ultra Texture Pack,525010,2016
"casual,indie",Marblize,535840,2016
adventure,After Life - Story of a Father,550240,2016
strategy,The Seven Years War (1756-1763) - Pomeranian War,538430,2016
"adventure,free to play,indie,rpg",Rescue the Great Demon 2 - Art Book,560630,2016
"casual,indie,strategy",Zenza,519990,2016
"action,free to play,massively multiplayer,simulation,strategy",MechWarrior Online™ - Assault ‘Mech Performance Steam Pack II,545743,2016
"action,free to play,massively multiplayer,simulation,strategy",MechWarrior Online™ - Heavy ‘Mech Performance Steam Pack II,545742,2016
"action,free to play,massively multiplayer,simulation,strategy",MechWarrior Online™ - Light ‘Mech Performance Steam Pack II,545740,2016
"action,free to play,massively multiplayer,simulation,strategy",MechWarrior Online™ - Medium ‘Mech Performance Steam Pack II,545741,2016
"action,indie",Rebound,517190,2016
"adventure,casual",Royal Detective: The Lord of Statues Collector's Edition,559150,2016
"adventure,casual,indie,simulation,strategy",Blood Code Costume Pack,457720,2016
"action,adventure,indie,rpg",Eon Altar,382050,2016
"indie,strategy",Galaxy Reavers: Flames-Type Titan DLC,554200,2016
"action,casual,indie",Mystic Defense,553910,2016
sports,Front Office Football Eight,547900,2016
"action,indie,rpg",Manor of the Damned!,532670,2012
"action,strategy",Crystal Quest Classic,497510,2016
"action,adventure,casual,free to play,massively multiplayer,rpg",Dungeon Fighter Online: Dynasty Guardian Pack,558130,2016
"action,indie",Danny's War,559200,2016
"free to play,massively multiplayer,simulation",Steel Ocean - Thanksgiving Day Gift Package,546890,2016
"adventure,casual,indie",Delicious - Emily's New Beginning,544710,2016
"casual,indie,simulation",FourChords Guitar Karaoke - Elvis Presley Song Pack,559380,2016
"indie,massively multiplayer,racing,simulation,sports",Drift King: Survival,553290,2016
"adventure,casual",The Journey Of Forgotten Memories,520590,2016
"casual,indie",Runes,548050,2016
"casual,indie",Liquid Pinball,562050,2016
"action,simulation,strategy",Star Trek: Starfleet Command Gold Edition,364820,2016
"adventure,indie,simulation",it's always monday,558660,2016
"adventure,indie",The Lion's Song: Episode 2 - Anthology,459140,2016
"action,indie",Space Ghost Pirate Zombie Slayer,553350,2016
"action,adventure,casual,indie,strategy",BuildMoreCubes,557190,2016
"action,casual,indie",Germ Wars,557680,2016
"action,free to play,indie,simulation,strategy,early access",Call to Arms,302670,2016
"adventure,indie",The Assembly - Original Soundtrack,558880,2016
"adventure,indie",The Assembly - Wallpaper,560240,2016
"action,casual,indie",Stellar Interface,517330,2017
"action,indie",Disastr_Blastr,431200,2016
"action,free to play,indie,simulation,strategy",Call to Arms - Season Pass,561140,2016
"action,indie",Trouble Witches Origin - Episode1 Daughters of Amalgam -,460630,2016
indie,Disoriented,556240,2016
"action,free to play,massively multiplayer,rpg",Defiance - Havoc T.I.T.A.N. Bundle,560100,2016
"action,free to play,massively multiplayer,rpg",Defiance - Sentinel T.I.T.A.N. Bundle,560101,2016
"action,adventure,indie,rpg",Warden: Melody of the Undergrowth - Deluxe Edition,536380,2016
rpg,Kokurase Episode 2,558640,2016
"simulation,early access",Xemo® : Robot Simulation,542210,2016
"adventure,indie",Alicemare,524850,2016
casual,Mosaic: Game of Gods - Soundtrack,558310,2016
"adventure,indie,rpg,simulation,strategy",RPG Tycoon: Supply &amp; Demand,551250,2016
"action,adventure,indie",Metal Tales: Fury of the Guitar Gods,418210,2016
"action,indie",DesertLand 2115,406280,2016
"action,indie,racing,early access",Wincars Racer,451060,2016
"action,adventure,indie,rpg,simulation,strategy",Disgraced,485360,2016
"action,adventure,simulation",Rocket Craze 3D,550930,2016
"casual,indie",Glass Masquerade,511470,2016
"simulation,strategy",Planet Coaster,493340,2016
"action,casual,indie",Neon Prism,556280,2016
"casual,strategy",Colt Express,534360,2016
strategy,Orczz,502200,2016
"adventure,casual,indie",Mr. Shadow,543270,2016
"indie,simulation",SHENZHEN I/O,504210,2016
simulation,Train Simulator: South Wales Coastal: Bristol - Swansea Route Add-On,448181,2016
"adventure,indie,rpg",Saga of the North Wind,552720,2016
"action,adventure,free to play,massively multiplayer,rpg",DC Universe Online™ - Episode 27: Amazon Fury Part III,546520,2016
"adventure,casual,indie",Magi Trials - Soundtrack,549110,2016
"adventure,casual,indie",Magi Trials,446600,2016
"adventure,casual,indie",Magi Trials - Wallpapers,549111,2016
"adventure,casual,indie",Magi Trials - Avatars,549112,2016
"action,adventure",Jumper Jape,526780,2016
"racing,simulation,sports",Legendary Tracks Part 1: Imola,544260,2016
"action,indie,strategy",Base Raid,511390,2016
"action,adventure,indie,racing,simulation",Adrenaline Adventure,555760,2016
indie,RYB,547050,2016
"casual,indie,simulation",Last Days of Spring 2,551520,2016
"casual,indie",Last Days of Spring 2 Soundtrack and Directors Commentary,556810,2016
"adventure,indie,rpg",Sarab: Duji Tower,551570,2016
casual,Koi-Koi Japan : UKIYOE tours Vol.3,557390,2016
"action,indie,rpg,strategy",Shepherds of the Abyss,438300,2016
"adventure,indie,rpg,strategy",Armello - Seasons Board Skins Pack,398915,2016
action,Twixel,528770,2016
"adventure,free to play,indie,rpg",拯救大魔王2 Rescue the Great Demon 2,554640,2016
"action,casual,free to play,indie",Brief Karate Foolish,546390,2016
"action,casual,indie",DeathMetal,553820,2016
"casual,indie,simulation",Doodle God: 8-bit Mania - Collector's Item,538060,2016
"adventure,indie,rpg,strategy",Ghostlords,522340,2016
"indie,simulation,early access",Age of Farming,556300,2016
"indie,simulation,sports,strategy",Draft Day Sports: Pro Basketball 2017,544480,2016
"adventure,indie",The Eyes of Ara,454250,2016
"action,indie",Satellite Rush,429350,2016
"action,adventure,indie",Red Forest,555660,2016
"adventure,casual",Riddles of Fate: Wild Hunt Collector's Edition,555520,2016
"adventure,casual,free to play,indie,rpg,simulation,strategy",Clicker Heroes: Turkey Auto Clucker,556650,2016
"adventure,casual,indie",Book Series - Alice in Wonderland,544190,2016
"adventure,casual,indie",Enola - The Original Soundtrack,497200,2016
"indie,rpg",Doom &amp; Destiny Advanced,361040,2016
casual,Azurea Juncture,557860,2016
"action,adventure,indie,rpg,early access",Fresh Body,550840,2016
"action,indie,sports",Kopanito All-Stars Soccer,399820,2016
simulation,FSX Steam Edition: Night Environment: Rhode Island Add-On,500206,2016
"adventure,casual,indie",Dreamcage Escape,556890,2016
"adventure,indie",Chains of Satinav Soundtrack,558200,2016
"indie,massively multiplayer,strategy",Screeps,464350,2016
"casual,indie,simulation,sports,strategy",Pure Chess - Steampunk Game Pack,330950,2016
"action,indie,simulation,early access",Drunk On Nectar,512460,2016
"simulation,strategy",RollerCoaster Tycoon World™,282560,2016
"action,adventure,indie,simulation",Wolf Simulator,485420,2016
"adventure,indie",Renoir,496400,2016
"action,adventure",The Phantom Limb Level Pack,466546,2016
"action,adventure,casual,indie",Sleeping Valley - Soundtrack,548410,2016
"action,casual,indie,simulation",Overcooked - The Lost Morsel,530060,2016
"action,adventure,indie",Super Rad Raygun,297660,2016
"adventure,indie",ENIGMA:,494100,2016
"adventure,indie,rpg,strategy",The Art of Tahira,550850,2016
"indie,rpg,strategy",Fantasy Grounds - Mini-Dungeon #011: Buta No Shiro (5E),551290,2016
"indie,rpg,strategy",Fantasy Grounds - 1 on 1 Adventures #8: Blood Brothers (3.5E/PFRPG),555680,2016
"indie,rpg,strategy",Fantasy Grounds - Mini-Dungeon #012: Nekh-ta-Nebi's Tomb (5E),552860,2016
"indie,rpg,strategy",Fantasy Grounds - Kingdoms (5E),557300,2016
"indie,rpg,strategy",Fantasy Grounds - Mini-Dungeon #013: The Case of the Scrupulous Pawnbroker (5E),553360,2016
"adventure,indie",A New Beginning - Final Cut Soundtrack,558220,2016
"adventure,indie",Memoria Soundtrack,558210,2016
"action,adventure,indie,rpg",Ittle Dew 2,395620,2016
"action,indie",Comit the Astrodian,546790,2016
simulation,FSX Steam Edition: Toposim Scandinavia Add-On,536544,2016
simulation,FSX Steam Edition: Douglas F4D Skyray™ Add-On,494520,2016
"free to play,indie,massively multiplayer,rpg,simulation,strategy",LuckCatchers,454540,2016
sports,Handball 17,526980,2016
"action,adventure,indie",Gunmetal Arcadia Zero,555610,2016
"action,adventure,indie",Gunmetal Arcadia Zero OST,556600,2016
"free to play,indie,simulation",World of Guns: World War I Pack #1,558630,2016
"adventure,massively multiplayer,rpg,strategy",Dofus,254300,2016
"action,free to play,indie,strategy",CLASH,416040,2016
"adventure,indie",Silence Artbook,556030,2016
"adventure,indie",Silence Soundtrack,556290,2016
"adventure,free to play,massively multiplayer,rpg,strategy",DOFUS - Kerubim Pack,552010,2016
"action,casual,free to play,indie",CAGE,552140,2016
"action,adventure,casual,indie",Mekazoo,390330,2016
"simulation,strategy",Ironclads 2: War of the Pacific,549400,2016
"adventure,free to play,indie,massively multiplayer,rpg",Nodiatis,541190,2008
indie,Mekazoo Original Soundtrack,552850,2016
"casual,indie",Multimirror,533860,2016
"casual,indie",Multimirror - Soundtrack,550070,2016
"action,racing",PhysDrive,541380,2016
"free to play,massively multiplayer,simulation",Steel Ocean - Steam's 1st Anniversary Gift Package,546880,2016
"action,racing,early access",JOLT: Super Robot Racer,485790,2016
"adventure,casual,indie,simulation",Fabulous - Angela's Fashion Fever - Soundtrack,549960,2016
"adventure,indie",Deponia Soundtrack,557470,2016
"adventure,casual,indie",Delicious Emily's Christmas Carol - Soundtrack,554360,2016
adventure,Go! Go! Nippon! 2016,534840,2016
"action,indie,rpg,early access",RPG Fighter League,550170,2016
"indie,strategy",100nya,553830,2016
"action,adventure,indie",Rage Pig,466480,2016
"action,adventure,casual,indie",Sandstorm,548710,2016
"action,adventure,indie",Mechatroniks Attack,546960,2016
"adventure,casual,indie,rpg",A Magical High School Girl / 魔法の女子高生,555630,2016
"indie,rpg,strategy",Fantasy Grounds - Deadlands: The 1880 Smith &amp; Robards Catalog,489320,2016
"indie,massively multiplayer,rpg",Boundel: The Second Era,454070,2016
"action,indie,racing,simulation,sports",Bicyclism EP,507030,2016
"indie,rpg,strategy",Fantasy Grounds - Shaintar: Legends Arise (Savage Worlds),555590,2016
"action,casual,indie",Mortos,377980,2016
"indie,rpg,strategy",Fantasy Grounds - Road to Destiny (PFRPG),557250,2016
"adventure,casual",Amaranthine Voyage: The Tree of Life Collector's Edition,554560,2016
"adventure,indie,strategy",DROD: The City Beneath,422182,2016
"adventure,free to play,rpg,strategy",Spellstone,452230,2016
"action,adventure,indie,rpg",Don't open the doors! - Original Soundtrack,556100,2016
"casual,indie",Elems,528670,2016
"casual,strategy",Medieval Defenders,522090,2016
action,Dishonored 2,403640,2016
"casual,simulation",Star Fight,551500,2016
"action,adventure,indie",Resin,525630,2016
"action,casual,indie",GET THE GEMS,500940,2016
"action,adventure,indie,rpg,simulation,strategy,early access",Badiya,545050,2016
"free to play,strategy,early access",One Tower,463250,2016
"action,indie,strategy",Incursion The Thing,549670,2016
"casual,indie",CRACKHEAD,554530,2016
"adventure,free to play,indie,rpg",Kokurase - Episode 1,520910,2016
"design &amp,illustration,web publishing",RPG Maker MV - FSM: Town of Beginnings Tiles,549840,2016
action,DoDonPachi Resurrection BLACK LABEL Original Sound Track,550380,2016
"casual,indie",Perfect Fit - Totemland,536490,2016
"indie,simulation",Welcome to the Game - Hacker Mode,557280,2016
indie,Why is the Princess in a Magic Forest?!,518740,2016
"casual,indie,strategy",Fairyland: Fairy Power,555940,2016
"action,simulation",Flying Baron 1916,516680,2016
"action,casual,indie",Cubotrox,526800,2016
"action,adventure,casual,indie",Dynamic,546340,2016
simulation,TS Marketplace: DB Sgns Container Wagon Pack,512314,2016
simulation,TS Marketplace: ÖBB Sgns Container Wagon Pack,512313,2016
"adventure,casual",Rite of Passage: The Perfect Show Collector's Edition,552670,2016
simulation,Train Simulator: DB BR 114 Loco Add-On,448180,2016
"indie,simulation,strategy",Ashes of the Singularity: Escalation,507490,2016
"adventure,casual",Lost Grimoires: Stolen Kingdom,536780,2016
"indie,rpg,strategy",Fantasy Grounds - Starfall (PFRPG),549370,2016
"adventure,indie,strategy",Beholder - Original Soundtrack,553670,2016
indie,DLC: Crazy Sapper - Classic mode,534280,2016
"casual,indie,simulation",Gravity Shot : Planet Destroyer,511960,2016
"adventure,casual,free to play,indie",Into The Unknown,553130,2016
"adventure,casual,indie",Wheely,548330,2016
"racing,simulation,sports,strategy",Motorsport Manager,415200,2016
"adventure,casual",Danse Macabre: The Last Adagio Collector's Edition,551380,2016
"casual,indie,simulation",Orbit - Playing with Gravity,552120,2016
"casual,indie,strategy",Garden Wars,525860,2016
"action,casual,indie",peakvox Escape Virus HD,523880,2016
"action,adventure,indie,early access",Son of a Witch,539400,2016
"casual,indie,strategy",Defense Of Greece TD,537200,2016
simulation,Notruf 112 | Emergency Call 112,491530,2016
"action,adventure,indie,rpg,simulation",Planet Explorers Official Soundtrack,553700,2016
simulation,FSX Steam Edition: North American XB-70 Valkyrie™ Add-On,491495,2016
simulation,TS Marketplace: Donner Pass Scenario Pack 01 Add-On,448182,2016
"action,adventure,indie,rpg",Imprisoned Light - Soundtrack,553720,2016
"action,indie",Sleight,545360,2016
"action,free to play,indie",Bloody Walls: Hardcore,547560,2016
"action,free to play,indie",Bloody Walls: Hardcore x2,547561,2016
"action,free to play,indie",Bloody Walls: Hardcore x2 Extended version,547562,2016
"adventure,indie",Small Radios Big Televisions,390040,2016
"casual,simulation",Rocksmith® 2014 Edition - Remastered – Poison - “Talk Dirty To Me”,509653,2016
"casual,simulation",Rocksmith® 2014 Edition – Remastered – UBI30: 1986 Song Pack,509658,2016
"casual,simulation",Rocksmith® 2014 Edition - Remastered – Cinderella - “Nobody’s Fool”,509655,2016
"casual,simulation",Rocksmith® 2014 Edition - Remastered – Kenny Loggins - “Danger Zone”,509654,2016
"casual,simulation",Rocksmith® 2014 Edition - Remastered – Survivor - “Burning Heart”,509657,2016
"casual,simulation",Rocksmith® 2014 Edition - Remastered – Robert Palmer - “Addicted To Love”,509656,2016
"action,casual,indie",SPACE MOUSE 35th Anniversary edition,546330,2016
"adventure,indie",Small Radios Big Televisions - Soundtrack,520620,2016
"casual,indie",Freebie - Color Blind Pack (Yellow/Blue),516400,2016
"action,adventure,casual,indie,simulation",Relaxation balls,543360,2016
"indie,rpg,strategy",Fantasy Grounds - Mini-Dungeon #010: Ghastardly Deeds (5E),550680,2016
"indie,rpg,strategy",Fantasy Grounds - 1 on 1 Adventures #9: Legacy of Darkness (3.5E/PFRPG),554960,2016
"indie,rpg,strategy",Fantasy Grounds - Hellfrost: Lair of the Vermin Lord (Savage Worlds),553930,2016
"indie,rpg,strategy",Fantasy Grounds - 1 on 1 Adventures #10: Vengeance of Olindor (3.5E),554480,2016
"simulation,early access",Brick Rigs,552100,2016
"indie,rpg,strategy",Fantasy Grounds - Hellfrost: The Dark Seed (Savage Worlds),552830,2016
"casual,indie",VOI,545690,2016
"rpg,strategy",Trillion: God of Destruction - Deluxe Pack,543470,2016
"rpg,strategy",Trillion: God of Destruction,451780,2016
"casual,indie,simulation",One Night Stand,549860,2016
"casual,simulation",Wild Animals - Animated Jigsaws,545960,2016
indie,Rainbow Rage Squad,549780,2016
"action,indie",Ace of Seafood - Original Soundtrack,532730,2016
utilities,Driver Booster 4 for Steam,545110,2016
utilities,Driver Booster 4 Upgrade to Pro (Lifetime),546360,2016
"action,adventure,indie,rpg,simulation",Warmada,548020,2016
"action,casual,free to play,indie,simulation,sports,strategy",Pixel Puzzles Ultimate - Puzzle Pack: T.C.O.T.C,501171,2016
"adventure,casual,indie",CAFE 0 ~The Sleeping Beast~,461810,2016
"adventure,casual,indie",SuperMoose,543160,2016
"casual,simulation,strategy",Ancient Rome 2,534350,2016
"action,rpg,simulation,early access",Hero's Song™,413110,2016
"casual,simulation,strategy",Next Stop 2,544440,2016
"action,adventure,indie,racing",Super Grav,509820,2016
action,Apokalypsis,547470,2016
racing,Moto Racer 4 - Space Dasher,465291,2016
"adventure,casual",Sea of Lies: Mutiny of the Heart Collector's Edition,551330,2016
simulation,European Ship Simulator,299250,2016
simulation,World Ship Simulator,403980,2016
adventure,Interfectorem,547840,2016
"action,casual,indie",Pirate Pop Plus,487350,2016
"casual,indie",WayOut,551110,2016
"action,casual,indie",Pirate Pop Plus Original Soundtrack,534030,2016
"action,adventure",Call of Duty®: Infinite Warfare - Season Pass,420490,2016
"action,adventure,casual,indie,rpg,simulation,strategy",Dead Age,363930,2016
racing,Moto Racer 4 - Season Pass,510940,2016
"casual,simulation,strategy",Meow-Jong,535910,2016
"action,adventure",Call of Duty®: Infinite Warfare,292730,2016
"action,indie,simulation,early access",Melon Simulator™,437550,2016
action,Leviathan Starblade,549900,2016
"indie,rpg,strategy",Fantasy Grounds - D&amp;D Volo's Guide to Monsters,549380,2016
"action,indie",Rescue your chickens,551080,2016
"action,casual,indie,racing,rpg,simulation,strategy,early access",EmergeNYC,461430,2016
"simulation,sports",Football Manager Touch 2017 Starting from the Bottom Challenge,514683,2016
"action,adventure,indie",End of the Mine Soundtrack,551300,2016
"simulation,sports",Football Manager Touch 2017 Fixture Pile-Up Challenge,514685,2016
"simulation,sports",Football Manager Touch 2017 Rise from the Ashes Challenge,514684,2016
"simulation,sports",Football Manager Touch 2017 - Attribute Masking,489842,2016
"simulation,sports",Football Manager Touch 2017 - All Job Applications,489840,2016
"simulation,sports",Football Manager Touch 2017 - Design a Son,489844,2016
"simulation,sports",Football Manager Touch 2017 - Board-Override,489843,2016
"simulation,sports",Football Manager Touch 2017 - National Management,489846,2016
