user_id,item_id,playtime_forever
76561198044283839,204300,180
76561198044284817,209540,143
Kon_x,214560,76
76561198044286214,206440,9
76561198044286421,220780,0
DDelay,220860,22
willbrah,204360,17
76561198044291959,203140,825
KIRSracing,219150,907
76561198044293168,91600,44
ThereInTheTrees,200510,5615
limja23,211160,0
izatoo,214590,0
ryzzy,218680,341
76561198044297845,223220,0
JamGoo,4920,6
76561198044303448,57690,0
achthenuts,218740,0
76561198044311502,219950,0
76561198044312064,223470,796
76561198044313566,220240,450
Shupah,223630,0
JF-Fuzion,221640,11
76561198044316453,201790,115
HaydosCorpse,113020,493
poadster,71230,0
76561198044329114,71240,0
76561198044332053,71250,0
pangerspol,71260,0
76561198044342501,225140,38
cam06,225160,96
Kerosanak,218130,65
76561198044345823,35720,0
76561198044347379,215710,0
76561198044348103,212480,0
76561198044348843,220440,46
76561198044350885,8870,661
76561198044351595,204080,136
76561198044351737,219890,50
slydo33,11610,9
76561198044352749,113400,214
76561198044355323,203290,30
Zeuske1111,212200,1
xingfu07,230410,135
mynamej3ff,238960,1039
76561198044360115,39120,0
bearygoodness,223710,49
vindicator69,265630,49
76561198044361265,216150,358
76561198044361335,264380,0
datrig,230980,0
76561198044364351,224580,11
76561198044366147,204240,0
rebarb,225260,98
Saddy2,224820,97
leb0_pride,218060,0
76561198044370891,233740,16
76561198044371973,225420,0
76561198044372284,233450,342
76561198044373895,227080,0
76561198044375674,230050,39
_Horrorland,210770,9
76561198044377266,202270,9
76561198044381620,3910,0
karanuppal72,233720,333
Namey5,219740,298
76561198044381940,322330,202
Vextraaa,224760,0
76561198044382648,235250,2
76561198044384944,234650,402
76561198044386834,234710,173
76561198044389729,234190,5
76561198044400310,215690,0
76561198044408633,65930,67
arenvalanche,222730,113
76561198044411815,236090,20
76561198044417561,206190,109
76561198044420417,231160,0
76561198044420779,72850,499
76561198044421987,213030,2
76561198044422079,237570,0
76561198044422445,208090,467
gamesdead,243120,0
76561198044423199,228960,0
76561198044424025,242110,0
zoneXenos,1200,0
xxrileyyzz,1230,0
76561198044428513,1280,0
xztenz,35450,74
76561198044428807,236830,0
76561198044429212,201420,0
76561198044429725,237530,0
bigboogaloo,98200,10
TurboSqu1d,245150,0
Kruznik_,241320,0
glitchsteal,9480,0
76561198044432863,40390,0
76561198044434288,55230,344
TheD3ntist,225640,0
1234567124567,91310,369
76561198044437968,40300,0
76561198044440700,43110,100
76561198044441472,207930,8
76561198044443003,216250,95
76561198044443472,234390,1
76561198044445176,247020,272
MavisGravn,214770,0
tofoo13,244070,0
Bestsonaau,239030,438
76561198044448404,231040,0
76561198044448809,239070,3
76561198044449272,248650,0
76561198044449366,248820,376
76561198044451354,218620,6406
76561198044451470,47790,82
voorzaat,47830,11
76561198044453842,235600,1539
76561198044454574,239820,325
SCDavidKim,239200,0
76561198044456214,239700,0
mr_samboy,250180,74
YendalsOldSchool,250260,0
76561198044461412,250380,0
76561198044461842,214550,0
76561198044462132,250900,1954
76561198044478845,111900,23
76561198044479623,251870,104
76561198044481141,251990,8
76561198044484639,252410,0
ahikup,252490,29
76561198044485625,252630,0
76561198044485979,253030,4
meekaplier,203770,0
uprisingreaperx,208610,0
davyblue92,245170,54
76561198044494703,25800,0
76561198044496195,236510,0
76561198044496435,224860,27
76561198044498819,242860,90
arenadee,233130,852
76561198044501507,255520,118
MrDeath681,213670,31
76561198044501728,49520,3573
76561198044502739,244090,0
jensiv,207750,14
Legend_Cambo,261110,0
76561198044509192,262150,13
76561198044510155,281050,0
zenrogg,262790,0
76561198044512514,263300,57
76561198044513180,263840,0
CodMan1551,264140,90
76561198044517778,91200,0
mileymillions,236730,0
76561198044520588,251530,0
Nightxlash,252170,16
76561198044522376,266110,12
76561198044524154,266130,1
76561198044526682,266430,109
76561198044526690,233150,103
76561198044528182,201040,0
leif091,211820,4109
76561198044536552,367540,0
76561198044537790,39210,122063
76561198044537902,269210,15
ColliflowerZ,269250,73
76561198044544636,270150,256
76561198044546586,235460,176
76561198044547834,271290,0
76561198044551698,94400,36
lolnatsumiii,11450,43
76561198044560265,12710,0
Voidling45676,12770,0
76561198044562800,12830,0
76561198044565277,44340,0
76561198044567141,274190,313
vinwf,274250,54
yeoldcrohn,274310,167
76561198044573175,274980,4
76561198044573565,22100,4
76561198044573947,282440,38
76561198044574089,282900,331
76561198044574835,281860,2
JonStrom,283820,0
brydenralph,283840,64
vKudi,286160,88
76561198044576761,231430,6
76561198044577661,291410,113
76561198044578205,292480,27
imshort,201810,352
76561198044578657,294860,89
william19222,222900,12
76561198044584519,298160,12
DomanoSV,238460,120
3nsoniq,225600,18
spider0monkey,301520,771
asdgtafds,65790,0
aniras,304050,50
76561198044591280,304930,628
Kiwianim,214830,0
DreadwolfF,240970,36
76561198044593988,63380,417
76561198044595704,224600,100
76561198044598482,310080,75
76561198044600310,310360,75
76561198044602692,311480,0
76561198044603144,312600,0
eatingcabbage,312990,51
Haxlrose,268420,36
76561198044603616,313400,7
76561198044605239,227940,1066
76561198044609392,232430,0
76561198044618156,313740,83
ElvisDetonandos,319510,19
ForcedMeMees,317300,0
G1223j,320760,451
76561198044630243,323370,837
76561198044631260,326480,2518
76561198044634932,261640,424
alpal88,214610,5
76561198044640011,333220,0
76561198044642495,333600,132
AkromasWrath,282070,3
76561198044648427,333930,231
76561198044650853,339610,0
kotorlord44,242680,551
76561198044653393,339800,226
jatz10OLD,340730,331
Stoneyskarface,341190,8
Gold-Bubbles,346010,23
76561198044656633,255710,222
76561198044657626,365720,1
76561198044658873,367500,741
76561198044659921,351710,0
crnltbear,372000,78
76561198044661127,373680,231
ColdCamV,388750,415
76561198044667496,391540,961
76561198044669812,337000,1087
TheLuckyOne,369200,702
ratiox,290530,782
albielong,417860,54
GhostMusic,418340,531
76561198044685048,268500,3067
paulinemag,244930,132
76561198044687252,474750,84
76561198044687714,442080,8
76561198044688378,273350,911
76561198044703455,319630,128
darkxmeow,361300,25
76561198044710849,324810,75
76561198044716809,240,1100
76561198044717849,4000,25073
76561198044722265,4760,7
76561198044722565,17480,813
76561198044722667,15620,9965
Azza410,1250,1638
stirfru,35420,0
76561198044727967,6060,590
76561198044728683,550,2842
ninja_slime,223530,0
76561198044729679,20570,4967
76561198044733295,48700,2726
76561198044733758,8190,1732
76561198044733761,33930,4964
Awesomestuff86,219540,0
76561198044739657,32500,493
1101167413,42910,291
briggzyy97,56400,16544
76561198044742914,92800,1
76561198044745296,620,650
76561198044746374,34330,4489
morpheusimhotep,105600,34694
icne1,20920,155
76561198044750180,57690,1150
76561198044750538,72850,21349
76561198044752416,104700,0
ididit4u,201790,1075
bryancheong,209080,103
76561198044753968,730,20859
76561198044761096,212680,507
McDings,49520,6911
76561198044765968,205790,0
GuRkiNaToR_1,219640,339
76561198044772196,232210,0
76561198044779270,4920,116
76561198044780215,4540,112
76561198044781597,4550,278
76561198044783489,4560,0
76561198044783894,9340,0
76561198044789017,9350,332
76561198044789431,9420,594
76561198044790397,9480,0
damotaur,20530,0
76561198044792343,20550,0
76561198044795993,43110,187
76561198044796113,50620,1305
76561198044797637,50650,685
WolfOfCSGOL,55100,46
76561198044799805,55110,184
76561198044803324,55140,0
76561198044805896,55150,1076
76561198044811106,55230,3642
76561198044813112,96800,0
76561198044815084,216370,0
76561198044815816,225760,0
BadKing,228200,0
76561198044817588,475150,0
e7AlfredON,218130,521
76561198044823554,113400,945
76561198044826630,208090,97
76561198044826701,218230,2863
SoenBR,230410,30
76561198044834694,238960,116
76561198044839749,107400,231
76561198044839878,209870,2808
mjd1998,271290,2
76561198044854233,224260,126
shinomaru,8930,17325
ididnotknwyoucoulddothisXD,107410,2663
and3rs0nc,230050,69
76561198044861341,233450,108
PredatoryStarfish,219740,526
76561198044862829,322330,461
76561198044863187,233250,313
76561198044863529,238240,57
Mikkyb,218620,3864
76561198044869582,4570,19
76561198044870589,4580,42
76561198044872673,9310,48
aurannah,9450,1346
76561198044872990,252870,640
76561198044873127,252950,1249
emceekerser4lyf,214950,2044
76561198044881950,211820,15267
76561198044883910,367540,0
76561198044883912,221100,9902
76561198044885003,268650,198
76561198044885039,281990,1116
76561198044890018,294100,67
76561198044892456,301520,45
starkwolf,65790,16
76561198044896080,243470,3671
76561198044896366,304930,10461
0212030,238090,240
76561198044907156,224600,0
76561198044915215,227700,6
76561198044918326,291480,94
samramone,222900,67
76561198044918747,241930,1795
ryancoll22,323370,923
BENOBLAM,302510,442
gottahavememyboatsandhoes,326460,281
76561198044925803,65980,2971
De4dHuman,334230,535
76561198044927491,225540,1608
76561198044930539,339600,8
76561198044931381,12120,8
76561198044932345,12250,0
76561198044933375,271590,24355
76561198044934299,346110,12637
MrCalvino,407530,0
76561198044936623,39120,976
76561198044937127,359050,1
ukulelemaster,359320,848
baopho,365720,1
76561198044944581,369200,32
76561198044946823,377160,12331
Kitty-Wiccan,381210,266
76561198044948132,386070,1252
76561198044948889,386360,614
76561198044952536,291550,415
76561198044953144,311210,3192
76561198044954020,274940,20
lloydinspace,427520,1730
mick_ayerst,433950,0
76561198044956872,434730,20
Dylancrow_,365590,7746
mitch8ham,275850,2302
76561198044958752,271240,234
TheUltimateFilipino,273350,0
76561198044960048,4000,11558
FruityLexia123,20,2
76561198044962010,50,6
76561198044963776,70,8
76561198044969584,130,20
dudewheresmykunt,220,687
76561198044976901,280,23
JahashWahash,320,28
76561198044985397,340,18
poopingllaaaaamamaaa,360,0
Nuewman,380,96
76561198044987819,420,304
76561198044989220,1250,1193
repeatdc1,35420,0
76561198044996755,24860,400
76561198045000512,10180,739
76561198045000673,10190,1699
ziqan,24960,362
76561198045002205,42700,1562
76561198045012377,42710,3884
76561198045021010,47870,788
rupertcow,620,425
YepItsTiho,105600,247
76561198045027590,107100,169
76561198045031842,42680,2151
76561198045040276,42690,10725
76561198045044603,99300,13
sakuya_g,96400,631
76561198045053259,10,17
76561198045054453,80,93
76561198045058976,100,21
76561198045059875,240,112
76561198045060317,730,25266
76561198045061157,10090,12501
76561198045061951,202970,2879
Adam201028,202990,100078
76561198045064024,212910,23575
catmanbuswell,49520,2427
76561198045070923,17080,438
76561198045072111,208090,353
theprettybunch,211500,19
pikarchoo,230410,400
76561198045076937,238960,2263
76561198045077034,243870,332
76561198045080203,272350,0
unlessitsafarm,209870,221
Dinkledouche,239660,112
76561198045086352,248570,2384
smence,202090,1
76561198045091756,224260,44
76561198045092132,239220,0
76561198045098346,209160,1204
M16Vampire,209170,14947
76561198045099822,217140,0
76561198045102938,238050,0
76561198045107626,246700,4
76561198045116113,218620,4901
76561198045117707,252950,7786
76561198045122274,241910,0
Gr0wing,44350,1910
76561198045124133,265930,64
76561198045124591,550,1457
76561198045126501,223530,0
76561198045131149,271590,18836
megawormexpress,273110,35
felipe8000,225840,0
76561198045140358,282440,346
76561198045144503,239430,0
mindbender4,301520,104
Tyrranis,304050,210
76561198045147632,304930,916
76561198045148512,291480,0
76561198045151908,227940,518
76561198045152576,209650,1227
76561198045152778,209660,17452
NocturnalKnight2,258160,205
76561198045154142,205790,0
76561198045154684,250400,649
76561198045155076,322170,93
Mawsy,323370,272
Fearow,239140,6676
76561198045156848,298110,9542
wtfxorzzz,333930,682
76561198045159488,337950,0
76561198045161068,346110,2333
76561198045161092,407530,0
76561198045161218,356670,5
76561198045161688,311210,45330
76561198045166576,366844,0
76561198045169064,381210,179
76561198045172455,352460,143
ripplinghorse,433850,1140
76561198045180369,439700,0
Adampadam666,365590,3170
76561198045181539,377160,2939
AntFace,273350,0
ambientfury,220,222
Wrecking6654,340,0
scoot13,240,2654
76561198045185389,4000,108056
FuckyouURL,10090,257
ChrisLikesToShootCakes,33910,182
76561198045188539,550,694
geojiggy,223530,0
choaxi,8190,1518
76561198045191981,33930,3700
76561198045193015,219540,0
missyddd,65700,2
pootmakingdispenser,65720,1
76561198045193827,91600,216
76561198045195185,105600,4114
76561198045197582,24240,2373
whenthegeeseattacks,113200,29
Gunstorm246,2400,231
jayan7,2420,0
76561198045209128,2430,0
tacoyummygood,209080,198
76561198045212848,220240,1533
76561198045215168,47410,0
76561198045222574,51100,0
76561198045222696,200210,14
76561198045222792,207230,33
76561198045228783,208090,627
SneaaakyFuckingSniper,211500,73
76561198045233015,212070,23
76561198045236601,218230,5749
76561198045238077,236390,1198
zutututu,243870,1070
illidan50,39000,16
76561198045242863,209870,1
76561198045245673,214420,13
JacenSolo,248570,49
strayadard,250420,17
76561198045252567,271290,0
l3wis992,224260,775
nnnnnnnnnnnnnnnnnnnnb,239220,1
76561198045260059,246280,262
smachs,253710,479
76561198045262828,263540,89
76561198045264541,224580,1
76561198045265276,233450,9943
76561198045265894,113020,61
76561198045266632,220200,3874
76561198045267122,244850,3258
76561198045267342,224540,662
76561198045273074,241240,262
76561198045273578,250340,957
76561198045273844,252490,3157
76561198045275770,107410,6064
76561198045282369,263060,219
76561198045284827,264140,95
nerds4lyfe,264710,148
bicki6,265210,753
76561198045287153,273110,56
76561198045292259,293180,37
76561198045292615,201810,0
76561198045292941,298240,125
76561198045293123,298630,304
76561198045294133,301520,3283
the012701,302830,579
9LIVESBIOTCH,304050,260
76561198045296161,304930,3655
pavelkadots,224600,1870
assassingyi,291480,267
AndrewtheCat,313010,124
Teenrouge,313160,882
76561198045316180,227940,491
76561198045318500,317470,131
76561198045319254,322920,188
76561198045319708,730,9915
76561198045323634,333930,653
76561198045323668,333950,59
thisismygifturl,349110,0
76561198045341583,335240,26
76561198045342949,338180,0
76561198045343697,346010,3528
76561198045343766,346900,482
76561198045344721,349480,112
Sheil,351800,23
76561198045345669,355000,3
picklehan,255710,24
76561198045346881,356310,36
76561198045347093,357480,10
76561198045347775,361280,90
suppy59,363970,88
BlahMonsta,369400,2
76561198045351949,291550,90
76561198045353905,388490,0
76561198045357981,389570,2
76561198045359004,393410,3
76561198045359599,398450,0
76561198045360971,399520,0
76561198045361689,399670,751
Kimpsmwah,299360,744
76561198045366570,417860,9
76561198045371558,427730,110
Tigerowns,431240,40
76561198045373134,434570,65
76561198045373498,244930,48
76561198045373556,449140,101
76561198045374556,466910,176
buzyx,4000,72764
76561198045377236,40100,2730
76561198045391829,10500,3082
76561198045391911,42910,197
76561198045392689,620,965
76561198045395179,4700,1436
76561198045395821,4760,95
76561198045397507,4770,12
76561198045398053,34030,816
76561198045400795,104900,371
76561198045402383,730,19939
76561198045402493,204360,100
76561198045409209,205790,0
APPEALING,219640,1397
SirSam_sizzlin,232210,0
bentommy,57690,0
76561198045414020,11610,1022
76561198045414503,47410,34
WotMoit,99900,1573
76561198045416585,200210,161
76561198045416708,212160,0
76561198045417134,212500,3328
76561198045419816,218230,236
76561198045420307,236390,1282
76561198045420878,238960,0
76561198045421708,39000,7
76561198045425542,248570,45
monkeyseemonkeydoo,206500,470
ISmellGravy,216150,278
76561198045427346,239220,0
KillerThriller,220200,1259
76561198045432027,218620,3014
76561198045435102,107410,567
TheGameRogue,273110,0
76561198045442663,301520,822
76561198045442719,304050,6
76561198045443493,304930,1162
76561198045444247,9900,409
76561198045444777,227940,682
76561198045449155,222900,0
76561198045451185,323370,0
76561198045452315,211420,1
76561198045453013,310380,86
76561198045454857,333930,27
76561198045457186,346010,7
76561198045461696,346900,132
76561198045462470,363970,306
coztenza,377160,1923
mr_j_ghostly,291550,174
76561198045469160,299360,0
76561198045470177,427520,306
76561198045470636,444560,12
WORLDWRESTLINGENTERTAINMENT,474750,0
76561198045475924,273350,0
76561198045476394,4000,39
76561198045477018,11390,0
plokimer,43110,147
alacpt,92800,2
76561198045497695,91900,10
76561198045499059,70000,36
76561198045500653,91200,6
76561198045501701,202090,8
76561198045503469,205790,1
76561198045503761,57690,0
76561198045506687,218740,17
76561198045506845,224420,0
76561198045507639,218230,801
casuapking,230410,791
76561198045512471,243870,0
Bongbee,218330,11
76561198045514836,239450,7
76561198045516689,550,2020
76561198045516795,223530,0
76561198045520326,278460,0
76561198045523460,65790,3
xVEGETAx,304930,1
76561198045527734,8600,0
76561198045527953,8660,0
76561198045529142,211500,0
therealcosmicpotato,63380,69
nikelad,291480,58
Waferthinslice,268420,26
76561198045531084,315260,0
76561198045531464,24240,35
76561198045533212,328940,0
doodlekin,329380,0
76561198045535014,730,500
76561198045537192,333930,37
76561198045540314,339280,28
76561198045542486,365670,0
76561198045545277,376570,24
vaised,57300,0
76561198045547769,34270,0
76561198045547971,205230,43
f4k3admin,205950,0
rsbb0818,48000,4
76561198045549279,273350,105
76561198045554211,319630,16
LiCk-maLOLlipop,324810,14
76561198045559491,4000,1345
76561198045560143,12160,4727
pattyboy108,12750,188
76561198045564661,24740,36
76561198045565399,6060,1640
TheOriginalVash,47870,709
76561198045570187,620,2327
76561198045573440,107100,1072
76561198045575768,204180,26
Retron88,220240,9399
76561198045583700,212480,2741
RaisonDetrah,11020,1072
76561198045585416,224260,60
76561198045586022,224820,578
76561198045588086,229660,0
76561198045588906,219740,900
wugaga0912,322330,0
76561198045591838,246700,1004
76561198045593819,239820,473
76561198045595354,250900,4002
76561198045606469,213670,1332
76561198045607953,221910,210
bermonator,261180,260
76561198045609729,262690,1112
matt18sam,265930,1324
nerdydrift,246620,120
76561198045613157,301520,6905
76561198045616906,304930,1557
76561198045617848,315430,96
76561198045618339,233610,3194
Jellyman93,730,3696
Widzialny,241560,42706
Slipzpers,345390,1107
76561198045623502,355180,0
76561198045625036,365670,2
76561198045627858,366800,0
76561198045628101,48000,250
76561198045631871,240,5811
76561198045632922,3910,18
76561198045633274,4000,189
76561198045634902,2280,32
76561198045636470,2290,0
76561198045638432,2300,0
76561198045638464,9050,109
76561198045638566,9070,7
NinjaAssassinSpecialist,9160,0
76561198045642536,2200,0
Yukiyano,2310,0
jimbletim,2320,0
ferlmk,2330,0
76561198045656877,2340,0
76561198045659917,2350,0
binocular,9030,0
KrimzonTA,9040,0
76561198045660281,12100,26
sieula,12230,0
angstful_sushi,12120,12
oio20199,12250,0
ForTheWen,2700,0
76561198045670176,15220,0
76561198045675105,15230,607
n00bh3r3,8660,1
CdogAu,19900,0
76561198045683136,17460,256
76561198045687428,17480,23
joker517,17410,8
76561198045691414,11340,0
76561198045691824,1250,440
76561198045692758,35420,13
76561198045696482,22330,3118
76561198045702210,9860,143
76561198045703207,6060,548
76561198045706713,6000,57
76561198045708291,32370,3859
76561198045711087,25700,6
Andawgz,32440,549
76561198045712111,41800,1776
Jungle-Ion,550,117
evofrex,223530,0
rexon95,41000,12
76561198045713937,32430,1079
SoyCrab,3730,0
76561198045714969,24960,45435
76561198045715185,24980,4807
76561198045715551,10680,471
nuckfigger1,42120,110
Segraps,35140,992
sierra22600,12220,311
ej600,32470,992
76561198045720109,34010,31
johneatpants,42650,11
loota,4500,0
76561198045723075,4520,0
DyingSolja,4530,0
sapphirestarlight,4540,1731
therhythmthief,4550,40
76561198045726870,4560,0
76561198045728866,4570,0
bloodhermit,4580,30
76561198045731864,9310,0
76561198045731980,9340,0
76561198045732703,9400,0
76561198045733668,9450,130
diabolicaldan1349,9460,111
76561198045734358,9480,113
76561198045734880,15620,5
maccaeh,20500,204
StayMad,20530,0
76561198045737458,20540,0
76561198045737544,20550,0
76561198045737836,20570,37
raspoldi,43100,0
76561198045742294,43110,107
AnalFlute,228200,0
76561198045747348,475150,0
76561198045752311,33910,3
jjk123457,33930,5936
76561198045757777,219540,0
76561198045759853,24780,41
76561198045760737,28000,147
wix_sahdow,65100,480
jorgoson,8930,7583
Bread4Winners,31280,1217
76561198045769947,22600,168
killersam5215,38600,777
Tyrindor,50620,452
76561198045771485,6120,51
76561198045771509,8980,2202
76561198045771759,32500,235
76561198045773709,12210,0
kswk,58540,3411
76561198045775902,219780,0
Alucards37,90500,772
76561198045779523,48180,1
76561198045779595,12900,10
76561198045781579,38900,0
76561198045782123,49600,327
76561198045783252,63700,103
jojozcarmaster,67000,2
ZiReach,6850,0
mwithers,6860,0
bigboygeorge,6870,31
76561198045788430,6880,0
76561198045791026,6900,0
lolboy101,6910,0
76561198045792958,6920,0
60sSpiderman,6980,0
76561198045796960,7000,0
76561198045797599,7010,0
76561198045798014,7020,0
Rhyden,7060,0
76561198045801848,8000,0
76561198045807434,8080,0
76561198045808116,8100,0
DerpyAssassin,8140,0
76561198045812443,8160,68
76561198045816839,8170,29
Clankrocks,8190,21
76561198045818255,23300,0
hooligankid,23310,169
76561198045818565,23360,0
76561198045821592,23380,0
altheawesomeguy,35000,117
76561198045823419,35070,0
76561198045824137,35130,0
76561198045824429,39110,0
76561198045828379,39260,0
ppusssy,40100,0
76561198045829387,43000,603
76561198045829427,9930,0
76561198045832232,99810,4
76561198045832859,47800,8
76561198045834194,55100,433
76561198045834835,99830,1130
76561198045834982,47920,10
76561198045838636,42910,297
76561198045839514,620,116
76561198045841372,61010,1
76561198045841736,72200,209
76561198045842054,99400,11
76561198045842418,80000,30
76561198045843112,20920,65
jacob_rules,98200,107
76561198045843852,42140,14
76561198045846124,55110,0
76561198045848252,22650,0
76561198045849094,91310,2789
sp33dy_k3tchup,47790,22
leroy2290,47830,0
Trythion,33460,523
76561198045868551,48000,0
76561198045876227,2210,265
76561198045876979,2270,0
76561198045877315,2360,0
76561198045877997,2370,0
76561198045879279,2390,0
sandyrah,9000,0
76561198045880901,9010,0
k1ps,9060,0
picworthe,9180,0
76561198045882569,22310,0
76561198045887024,22320,86
76561198045891077,22340,0
76561198045892980,22350,809
76561198045893092,22370,240
76561198045895742,22380,238
salviaaaaaaaaaaaaa,22450,64
malekii999,65270,135
76561198045903470,28050,0
76561198045904180,24240,193
randomnumbers217,113200,147
shapito_boy,9200,1135
76561198045926831,72850,18948
thisisaninvalidid,8600,153
charazard325,44620,0
76561198045929967,44630,0
76561198045931435,44650,1
76561198045931599,44660,0
76561198045935652,44670,0
76561198045936249,44680,1
76561198045937281,41070,191
LiquidAdrenaline,57400,541
76561198045946207,200260,84
76561198045948210,202200,1
76561198045949038,205790,0
76561198045953158,204340,0
WeTheGods,205350,3
76561198045955978,102500,3209
kevinphungsux,42170,166
76561198045957610,213330,33
76561198045959168,3700,0
_DATDUDEBRO_,63380,412
76561198045969133,202310,6
76561198045971049,211420,59
76561198045972083,49520,20671
druhze,212010,2130
76561198045987218,50650,306
76561198045989244,202170,455
jiskastla,213120,0
bullmastiffs,730,80605
greenfrostwire,208580,4361
76561198046000228,214790,0
76561198046000848,217690,93
76561198046001176,219150,135
76561198046002444,205100,133
pinoyforlife,200510,12316
ProfChadington,219640,133
HadleighGreen,232210,0
76561198046005773,220820,104
temeteocano,211400,94
timetotossthediceagain,220240,20
76561198046017007,215930,0
76561198046019929,45760,142
MisterSkellington,44690,1
76561198046021047,8790,1
76561198046023845,12110,0
76561198046024019,12240,0
CAIDENROX,209950,244
76561198046024745,105000,0
LDLCkqly,224900,6
76561198046032596,208480,686
76561198046041716,43160,1936
76561198046044794,219200,95
76561198046045330,49540,146
76561198046045570,227300,4287
76561198046045630,228400,1595
OBCyborg,224360,99
76561198046047624,223850,71
76561198046049932,13140,94
Stringers,203290,399
76561198046062143,253710,40879
76561198046064749,224580,57
76561198046066175,34870,25
76561198046074939,227100,115
76561198046078375,229520,93
76561198046080034,203160,609
76561198046089570,107410,14640
76561198046089580,227720,3
76561198046090338,219190,92
76561198046091136,233720,153
justin1011,234710,710
76561198046092048,44350,982
76561198046092670,233270,94
76561198046093092,220200,433
76561198046093718,226980,805
The_Adonis,204450,1154
76561198046095748,209540,73
76561198046095806,234160,106
76561198046097407,218620,298
76561198046100616,237110,1352
76561198046100794,58610,0
76561198046103864,222750,106
BmJester,216250,89
76561198046110507,234080,36
76561198046110787,209000,768
psssssssssssssssssssh,214560,89
76561198046114151,236450,19
Louis679,206420,156
76561198046115905,235600,33
chloepetersen,208610,0
76561198046118587,245170,328
76561198046120145,253980,10
76561198046124391,249870,68
76561198046124777,242050,2036
76561198046125539,233130,107
76561198046127710,255520,0
76561198046128346,257350,6
de_edwardo,213670,0
omoldroyd,260930,767
76561198046132400,249130,48
76561198046135918,242700,815
76561198046136758,263620,115
76561198046139808,221100,49
infected_,269730,2129
76561198046145274,270850,4
76561198046149089,235460,271
jamo314,274190,650
minifishlot,222880,12380
76561198046156403,277430,111
Schlongbergsachs,48700,28
76561198046160559,250180,27
Moomic,282070,2235
76561198046163306,282440,29
76561198046165031,252350,83
76561198046166553,249380,130
76561198046167823,270550,58
76561198046168853,201810,611
76561198046169757,222900,112
AQuestionableCharacter,238460,16
76561198046176073,300380,720
90s_cars,250400,55
76561198046176130,239250,0
KittyWhispers,240760,6496
subwooper,259130,0
76561198046186536,404730,784
76561198046186618,311340,32
76561198046186720,282010,0
76561198046187370,282030,0
76561198046187678,314160,39
76561198046188380,314520,51
76561198046189122,298110,827
PlayerXD2,316930,56
76561198046189926,261180,75
76561198046191820,322920,1095
76561198046201076,302510,1596
76561198046207705,24010,0
76561198046211301,307690,1763
76561198046211829,258970,24
76561198046214713,305620,71
76561198046217279,331650,0
76561198046217455,323470,298
76561198046219329,307780,616
RtCLIIV,266510,594
76561198046223951,362180,0
AgentWhisp,362190,0
76561198046224867,362200,0
76561198046225579,362210,0
Pein_Akatsuki,362220,0
ncamissar,362230,0
marksmanflife,362240,0
76561198046238808,362250,0
chriszhaozhao,346680,0
76561198046240070,362890,26
76561198046241212,243800,10
Zaphireez,292030,141
DeadlyPlace,373180,5
wilman98,234140,6434
76561198046263983,379720,306
76561198046264663,300,0
sparid,70,59
kickyaheadin,220,120
76561198046267055,340,9
76561198046267997,1200,3115
76561198046268112,1230,29
empdude,1280,69
76561198046274669,4000,50749
76561198046275861,4760,1286
76561198046286022,11450,206
navman360,12510,136
76561198046288773,9460,0
76561198046292038,8500,3690
76561198046294178,9450,1599
76561198046294246,320,675
radpayload,380,0
76561198046297098,420,0
swerdna27,15120,2
76561198046311867,17300,72
axelamze,17330,0
76561198046314603,17340,0
76561198046314855,19930,385
76561198046315343,500,1935
Ranger772,22100,8151
76561198046330886,4570,12
FineAsianGuy,4580,1
76561198046334630,9310,1
olmateyme,10090,0
76561198046335664,23400,154
76561198046336674,9480,12
tommyg765,17470,0
76561198046339462,15620,854
76561198046344620,10500,187
physcoticclown,24740,0
76561198046353635,4560,0
76561198046355063,9340,0
maxwellstime,20540,0
camnaldergames,228200,198
76561198046358897,1250,968
HEADSACK,35420,19
Smykify,22330,1304
76561198046360299,12810,804
76561198046361417,6060,164
76561198046363737,6000,43
76561198046364437,10130,14
jeoliveira10,32370,56
76561198046364676,37700,895
76561198046366424,20500,1040
76561198046368309,12830,309
76561198046370378,10180,294
76561198046376982,10190,8302
76561198046381342,18110,43
76561198046381930,12710,0
76561198046381954,550,782
fLiPtHaTsWiTcH,223530,0
76561198046382604,17020,4115
76561198046384894,32430,446
76561198046385590,22370,90
76561198046385968,10430,34
76561198046387820,10680,1
76561198046388386,3730,12
76561198046388964,41700,1226
76561198046389152,20570,68
76561198046396282,49700,22
76561198046396625,23450,520
76561198046397567,34030,1601
wdelshock13,48700,24237
76561198046402281,32470,152
76561198046403725,17410,21
tawatson101,8930,0
CRAZYWON,57300,0
warung,8980,1416
KittieHearts,32500,464
76561198046408007,12210,6036
PinginHard,12220,64
madmedina,50300,0
76561198046410381,72300,52
Teddydidapoo,56400,4475
Airieo,7520,495
76561198046412581,22350,909
76561198046424340,42910,1577
76561198046426102,97100,175
76561198046426932,104700,132
76561198046427260,48720,1120
76561198046428956,20920,65
76561198046430420,105600,3033
76561198046430932,57900,0
76561198046431048,98200,909
trashboi,91700,1256
swagerlikeyou,7610,0
76561198046435104,107000,6
76561198046436774,108600,343
76561198046439948,35450,1595
76561198046443403,236830,0
76561198046448529,55150,220
76561198046449417,91310,1466
76561198046450257,42680,210
76561198046451277,42690,3189
76561198046452383,24240,55
76561198046452489,72850,17449
76561198046452581,65800,3648
