,genres,title,tags,specs,price,early_access,item_id,developer,anio_lanzamiento
16886,"casual,simulation",Stern Pinball Arcade: Mustang,"casual,simulation","single-player,local multi-player,downloadable content,steam achievements,full controller support,steam cloud",9.99,False,569249,"FarSight Studios, Inc.",2016
5104,"casual,indie",Gardenarium,"indie,casual,psychedelic",single-player,4.99,False,423750,"Paloma Dawkins,Kyler Kelly,Catherine Debard",2016
17340,"action,adventure","Watch_Dogs® 2 - Guts, Grit and Liberty Pack","action,adventure","single-player,co-op,downloadable content,partial controller support",2.99,False,525037,Ubisoft,2016
7417,"indie,simulation,strategy",8-Bit Invaders!,"strategy,indie,simulation,rts,multiplayer,singleplayer,pixel graphics,action,great soundtrack,co-op,sci-fi,local multiplayer,online co-op,retro,aliens,voxel,war,military,pvp","single-player,multi-player,local multi-player,co-op,online co-op,steam achievements,steam trading cards,steam workshop,steam cloud,includes level editor",14.99,False,531680,Petroglyph,2016
14771,simulation,Train Simulator: Western Sichuan Pass: Dujiangyan - Maoxian &amp; Mashancun Route Add-On,simulation,"single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam workshop,steam cloud,steam leaderboards",39.99,False,500246,Simtech Vision,2017
26322,simulation,Train Simulator: EWS Class 66 v2.0 Loco Add-On,simulation,"single-player,downloadable content,steam achievements,full controller support,steam cloud,steam leaderboards",19.99,False,222568,Dovetail Games,2013
2610,"adventure,indie",Chariot,"indie,adventure,local co-op,local multiplayer,platformer,co-op,physics,female protagonist,controller,puzzle-platformer","single-player,shared/split screen,steam achievements,full controller support,steam trading cards,steam leaderboards",14.99,False,319450,Frima Studio,2014
2457,"casual,simulation",Rocksmith® 2014 – Foreigner - “Cold As Ice”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,295016,Ubisoft - San Francisco,2014
19612,"action,adventure,casual,indie",Miko Mole,"indie,casual,adventure,action","single-player,steam achievements,full controller support,steam trading cards",4.99,False,473480,EnsenaSoft,2016
16310,"casual,indie",Emperor Kingdom,"indie,casual","single-player,steam trading cards",2.99,False,585590,Carnivore Games,2017
14579,"indie,rpg,strategy",Fantasy Grounds - Sci-fi Skin (Savage Worlds),"strategy,rpg,indie","multi-player,co-op,cross-platform multiplayer,downloadable content",2.99,False,673120,"SmiteWorks USA, LLC",2017
18688,"casual,indie,strategy",Power of Love - Chapter 1 Solution,"strategy,indie,casual","single-player,downloadable content,steam achievements,steam trading cards,steam cloud,includes level editor",0.99,False,516620,Yang Sun,2016
1146,"action,adventure,indie,strategy",A Valley Without Wind 2,"action,indie,strategy,platformer,adventure,procedural generation,2d,co-op,singleplayer,sci-fi,fantasy,metroidvania,multiplayer","single-player,multi-player,co-op,cross-platform multiplayer,steam achievements,partial controller support",14.99,False,228320,"Arcen Games, LLC",2013
23600,"design &amp,illustration,web publishing",RPG Maker VX Ace - DS+ Expansion - Retro SciFi,"design & illustration,web publishing","downloadable content,steam trading cards,steam workshop",14.99,False,337902,"Archeia,Enterbrain",2015
16525,"indie,simulation,strategy",Youtubers Life,"simulation,singleplayer,management,strategy,character customization,funny,memes,family friendly,casual,indie,realistic,adventure,multiplayer,open world,comedy,sandbox,walking simulator,illuminati,female protagonist,action","single-player,steam achievements,steam trading cards,steam cloud",24.99,False,428690,U-Play Online,2016
20499,utilities,Godot Engine,"utilities,game development,free to play,gamemaker,2d","partial controller support,includes level editor",Free to Play,False,404790,Godot Engine,2016
7439,"adventure,casual,indie,strategy",Bunnyrama,"casual,indie,adventure,strategy","single-player,steam achievements,full controller support,steam trading cards,steam cloud",2.99,False,567210,Starwind Games,2016
24898,simulation,Train Simulator: BR Castle Class Loco Add-On,simulation,"single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam workshop,steam cloud,steam leaderboards",19.99,False,258657,Dovetail Games,2014
8594,simulation,Farming Simulator 17 - Big Bud Pack,simulation,"single-player,multi-player,co-op,cross-platform multiplayer,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud",14.99,False,605550,Giants Software,2017
14636,"indie,rpg,strategy",Age of Fear: Concept Art Book,"rpg,strategy,indie,turn-based,singleplayer,multiplayer,perma death,great soundtrack,fantasy,replay value,story rich,dark fantasy,strategy rpg,adventure,tactical rpg,turn-based strategy,difficult,crpg,turn-based tactics,tactical","single-player,multi-player,shared/split screen,cross-platform multiplayer,downloadable content,steam achievements,steam trading cards,steam workshop,steam cloud,includes level editor",3.99,False,577110,Leslaw Sliwko,2017
25235,"action,indie,early access",Children of Liberty,"early access,indie,action,stealth","single-player,full controller support,stats",9.99,True,264440,Lantana Games,2014
26782,action,Gotham City Impostors Free to Play: Gadget Pack - Professional,action,"multi-player,downloadable content,steam achievements,steam cloud,valve anti-cheat enabled,stats,steam leaderboards",2.99,False,216437,"Monolith Productions, Inc.",2012
13681,"casual,indie,strategy",Eight-Minute Empire: Archipelago of Azra Map,"strategy,indie,casual","single-player,multi-player,online multi-player,local multi-player,shared/split screen,cross-platform multiplayer,downloadable content",2.99,False,702412,"Acram Digital,Mobo Studio",2017
13849,"indie,racing",JUMPER : SPEEDRUN,"indie,racing,platformer,puzzle,puzzle-platformer,great soundtrack,difficult,singleplayer",single-player,0.99,False,688150,AA Games,2017
10466,"action,indie",ICEBOX: Speedgunner,"indie,action,fps,3d platformer,competitive,sci-fi,fast-paced","single-player,steam achievements,steam trading cards,partial controller support,steam cloud,stats,steam leaderboards",9.99,False,577150,Games Of Edan,2017
7924,"indie,simulation,strategy",Seasteader,"strategy,simulation,indie,economy,city builder,resource management,management","single-player,steam achievements,steam trading cards,stats",29.99,False,592550,Cosy Goat,2017
8947,rpg,7 Pillars,"rpg,rpgmaker",single-player,1.99,False,654640,Mark Hagan,2017
5357,simulation,Train Simulator: Arriva Trains Wales DMU Pack Add-On,simulation,"single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam workshop,steam cloud,steam leaderboards",6.99,False,376941,Dovetail Games,2016
24572,"action,adventure,indie",Boo Bunny Plague,"action,adventure,indie,comedy,sci-fi,great soundtrack,music","single-player,steam achievements,full controller support,steam trading cards,captions available,steam cloud",1.99,False,313590,On The Level Game Studios,2014
5265,"casual,indie,rpg,strategy",Sword of the Stars: The Pit - Healer,"strategy,rpg,indie,casual","single-player,downloadable content,steam achievements,full controller support,steam trading cards",1.99,False,449720,Kerberos Productions Inc.,2016
22590,software training,Professor Teaches® Windows® 8.1,"software training,memes,story rich,horror,anime",,9.99,False,368670,Individual Software,2013
21373,"action,adventure,rpg",Darksiders II Deathinitive Edition Soundtrack,"action,adventure,rpg","single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",4.99,False,417380,"Gunfire Games,Vigil Games,THQ Nordic",2015
15318,"action,adventure,indie,rpg,simulation,early access",Star Explorers,"early access,action,adventure,rpg,indie,simulation,space sim",single-player,4.99,True,502720,Michael Klaus Schmidt,2017
3615,"action,indie",Color Guardians Demo,"action,indie","single-player,game demo,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",,False,377770,Fair Play Labs,2015
7063,"massively multiplayer,rpg",The Elder Scrolls Online - Crown Packs,"massively multiplayer,rpg","mmo,downloadable content,steam trading cards,partial controller support",,False,539001,Zenimax Online Studios,2016
17730,"indie,strategy",Grave Matters,"strategy,indie","single-player,steam achievements,partial controller support,stats",1.99,False,530680,Ideonic,2016
25818,"action,indie,strategy",Awesomenauts - Private Mels Skin,"strategy,action,indie","single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud,valve anti-cheat enabled,steam leaderboards",2.49,False,204315,Ronimo Games,2013
8627,action,Battlezone - Tank Horn Pack (Horns),action,"single-player,multi-player,online co-op,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",0.99,False,594480,Rebellion,2017
8675,"massively multiplayer,rpg,early access",Arcfall,"early access,massively multiplayer,rpg",mmo,19.99,True,623310,Neojac Entertainment inc.,2017
17114,action,Arrange Costume Set Elphelt,action,"single-player,multi-player,online multi-player,local multi-player,shared/split screen,downloadable content,full controller support,steam cloud",1.99,False,550335,Arc System Works,2016
8388,"simulation,strategy",Project Highrise: Las Vegas,"simulation,strategy,management,indie,singleplayer,2d,building","single-player,downloadable content,steam achievements,steam trading cards,steam workshop,steam cloud",6.99,False,582540,SomaSim,2017
4319,action,USFIV: Brawler Horror Pack,action,"single-player,multi-player,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",3.99,False,344171,Capcom,2015
11987,"adventure,indie,strategy",The House of Da Vinci,"adventure,indie,strategy,puzzle","single-player,steam achievements",19.99,False,522470,Blue Brain Games,2017
9263,"casual,indie",Fantasy Mosaics 18: Explore New Colors,"indie,casual",single-player,9.99,False,660030,Andy Jurko,2016
21750,sports,NBA 2K16,"sports,basketball,multiplayer,simulation,singleplayer,realistic,great soundtrack,co-op,controller,atmospheric,action,online co-op,free to play,rpg","single-player,multi-player,shared/split screen,steam achievements,full controller support,steam cloud",59.99,False,370240,Visual Concepts,2015
16758,indie,Bunny &amp; Piggy - New Year Edition,indie,"single-player,downloadable content,steam achievements,steam trading cards,partial controller support",Free,False,576350,Brzezinski,2016
6669,"casual,indie,simulation",FourChords Guitar Karaoke - Maroon 5 Song Pack,"indie,casual,simulation","single-player,downloadable content,steam achievements,full controller support,steam trading cards",7.99,False,535737,Musopia,2016
12731,indie,COLDTV,indie,"single-player,downloadable content,steam achievements",1.99,False,736100,Creability,2017
24236,"simulation,strategy",Europa Universalis IV: Evangelical Union Unit Pack,"strategy,simulation","single-player,multi-player,cross-platform multiplayer,downloadable content,steam achievements,steam trading cards,steam workshop,steam cloud",1.99,False,310032,Paradox Development Studio,2014
18857,"adventure,massively multiplayer,rpg",Riders of Icarus Ellun Value Package,"adventure,rpg,massively multiplayer","single-player,multi-player,online multi-player,mmo,downloadable content,steam trading cards,in-app purchases",9.99,False,505420,WeMade,2016
20759,"action,adventure",Resident Evil 0 Costume Pack 2,"action,adventure","single-player,downloadable content",2.99,False,381711,"CAPCOM Co., Ltd.",2016
27630,strategy,Europa Universalis: Rome - Gold Edition,"strategy,grand strategy,historical,rome,real-time with pause,simulation","single-player,multi-player,co-op",9.99,False,23420,Paradox Development Studio,2008
21692,adventure,Read Only Memories - Sounds of Neo-SF,adventure,"single-player,downloadable content,steam achievements,full controller support,steam cloud",3.99,False,406520,"MidBoss, LLC.",2015
1335,"action,indie,strategy",Awesomenauts - Gnabot Skin,"action,indie,strategy","single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud,valve anti-cheat enabled,steam leaderboards",4.99,False,230890,Ronimo Games,2013
4311,"casual,simulation",Rocksmith® 2014 – Focus - “Hocus Pocus”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,390374,Ubisoft - San Francisco,2015
13246,"action,adventure,rpg",RAID: World War II,"action,world war ii,fps,multiplayer,co-op,shooter,violent,gore,first-person,adventure,stealth,heist,rpg,singleplayer,comedy,great soundtrack,memes,open world,illuminati,atmospheric","single-player,multi-player,online multi-player,co-op,online co-op,steam achievements,steam trading cards,partial controller support",39.99,False,414740,Lion game Lion,2017
21057,"action,indie,rpg",Nuclear Throne,"rogue-like,indie,action,difficult,pixel graphics,bullet hell,top-down shooter,rogue-lite,great soundtrack,post-apocalyptic,shooter,singleplayer,local co-op,top-down,rpg,2d,twin stick shooter,perma death,gamemaker,local multiplayer","single-player,shared/split screen,steam achievements,full controller support,steam cloud,stats,steam leaderboards",11.99,False,242680,Vlambeer,2015
16322,"racing,simulation,sports",Ride 2 Free Bikes Pack 4,"simulation,racing,sports","single-player,multi-player,online multi-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud",Free,False,571730,Milestone S.r.l.,2017
23448,"adventure,indie",Lumino City - Soundtrack,"adventure,indie","single-player,downloadable content",5.99,False,351680,State of Play Games,2015
10126,"free to play,massively multiplayer,rpg",Skyforge - Revenant Collector's Edition,"massively multiplayer,free to play,rpg","single-player,multi-player,mmo,downloadable content,steam achievements,steam trading cards,captions available,in-app purchases",34.99,False,695671,Allods Team,2017
13082,"casual,indie,simulation,early access",Carried Away,"early access,casual,indie,simulation,level editor,puzzle,building,physics,sandbox,funny","single-player,steam achievements,steam workshop,stats,steam leaderboards,includes level editor",8.99,True,638000,Huge Calf Studios,2017
9279,action,Fate/EXTELLA - Black Bushin Super Skeleton,action,"single-player,downloadable content,partial controller support",1.99,False,626545,Marvelous Inc.,2017
4997,"casual,indie",EGO PROTOCOL,"indie,casual,puzzle,platformer","single-player,steam achievements,steam cloud",5.99,False,425760,Static Dreams,2016
11177,utilities,DashPanel,utilities,"in-app purchases,includes level editor",,False,715670,PyrofrogStudos,2017
7828,"action,indie",Snakes - N - Ladders : Origins - Episode 1,"action,indie","single-player,partial controller support",5.99,False,552940,Sagnithi Systems Technology Solutions LLP,2017
11836,"action,adventure,casual",sWORD MASTER,"action,adventure,casual,spelling,typing","single-player,steam achievements",2.99,False,698980,Studio 1983,2017
16422,"adventure,indie",Alone With You,"adventure,indie,visual novel,pixel graphics,romance","single-player,steam achievements,full controller support,steam trading cards,steam cloud",9.99,False,564940,Benjamin Rivers Inc.,2017
27496,adventure,Nancy Drew®: Last Train to Blue Moon Canyon,"adventure,point & click,mystery,female protagonist,puzzle,detective",single-player,6.99,False,31810,HeR Interactive,2005
16333,"indie,simulation,strategy",Command Ops 2: Ride of the Valkyries Vol. 3,"strategy,indie,simulation,world war ii,wargame","single-player,downloadable content",29.99,False,524173,Panther Games,2015
4141,"action,free to play,indie,massively multiplayer",Romero's Aftermath,"free to play,zombies,survival,multiplayer,open world,action,shooter,first-person,crafting,co-op,massively multiplayer,online co-op,fps,adventure,survival horror,sandbox,horror,singleplayer,walking simulator,indie","multi-player,online multi-player,mmo,co-op",,False,349700,Free Reign Entertainment,2015
25796,"casual,simulation",Rocksmith® 2014 – Radiohead Song Pack,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",11.99,False,258383,Ubisoft - San Francisco,2013
22849,simulation,Train Simulator: Epic Journeys,"simulation,trains,atmospheric,realistic,open world,sandbox,family friendly,trackir,driving,relaxing,moddable,singleplayer,physics,level editor,casual,building,city builder,sports,co-op,multiplayer","single-player,downloadable content,steam achievements,full controller support,steam workshop,steam leaderboards",39.99,False,370960,Dovetail Games,2015
2203,"simulation,strategy",Europa Universalis IV: Indian Subcontinent Unit Pack,"strategy,simulation","single-player,multi-player,cross-platform multiplayer,downloadable content,steam achievements,steam trading cards,steam workshop,steam cloud",1.99,False,295221,Paradox Development Studio,2014
24605,strategy,Nobunaga's Ambition: Souzou - Scenario Dokuganryutatsu,strategy,"single-player,downloadable content",2.99,False,297894,"KOEI TECMO GAMES CO., LTD.",2014
4207,"action,casual,indie",One-eyed Jak,"action,indie,casual",single-player,,False,396450,Crecatsoft,2016
4891,"action,free to play,indie,massively multiplayer,simulation",Time of Dragons,"dragons,free to play,flight,massively multiplayer,action,shooter,multiplayer,simulation,open world,indie,pvp,adventure,sci-fi,fps,mmorpg,co-op,singleplayer,moba,survival",multi-player,Free to Play,False,353130,4 I Lab,2016
26296,"adventure,casual,indie,strategy",Weird Worlds: Return to Infinite Space,"indie,strategy,casual,adventure,rogue-like,sci-fi,space,perma death,singleplayer,exploration",single-player,4.99,False,226120,Digital Eel,2013
22112,"casual,simulation",Rocksmith® 2014 – Social Distortion - “Reach For The Sky”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,369801,Ubisoft - San Francisco,2015
16273,"casual,indie",🔴 Circles,"indie,casual,puzzle,minimalist,abstract,experimental","single-player,steam achievements,steam cloud",8.99,False,460250,Jeroen Wimmers,2017
12529,"action,indie",Dead,"action,indie","single-player,steam achievements,full controller support",,False,527150,Alec Smith,2017
17474,"action,indie,simulation,early access",Drunk On Nectar,"early access,simulation,action,indie,open world,sandbox","single-player,partial controller support,steam leaderboards",14.99,True,512460,Venugopalan Sreedharan,2016
5103,rpg,軒轅劍外傳穹之扉(The Gate of Firmament),"rpg,historical,story rich,singleplayer,romance,crpg,anime,great soundtrack","single-player,steam achievements,steam trading cards,partial controller support,steam cloud",14.99,False,427030,DOMO Studio,2016
4175,action,Deception Costume Set,action,"single-player,downloadable content,partial controller support",34.99,False,403061,"Team NINJA,KOEI TECMO GAMES CO., LTD.",2015
15708,"action,adventure,casual,free to play,indie",Embers of Magic,"free to play,indie,casual,visual novel,adventure,action,female protagonist","single-player,steam achievements",Free,False,526400,Ithaqua Labs,2016
254,strategy,Command &amp; Conquer 3: Tiberium Wars,"strategy,rts,base building,sci-fi,multiplayer,singleplayer,action,fmv,atmospheric",single-player,14.99,False,24790,EA Los Angeles,2007
25500,"adventure,casual,indie,rpg,strategy",Holy Avatar vs. Maidens of the Dead,"rpg,indie,casual,strategy,adventure,zombies,turn-based,parody,comedy,strategy rpg,party-based rpg,funny,singleplayer,tactical,turn-based strategy,turn-based tactics,fantasy,action","single-player,steam achievements",9.99,False,261720,"Headup Games,Silent Dreams",2014
14459,"indie,rpg,strategy",Fantasy Grounds - The Dreamers Awaken (Savage Worlds),"strategy,rpg,indie","multi-player,co-op,cross-platform multiplayer,downloadable content",7.99,False,677320,"SmiteWorks USA, LLC",2017
736,"action,indie",Xotic DLC: Pipe Works Expansion Pack,"action,indie","single-player,downloadable content",1.99,False,92620,"WXP Games, LLC",2012
22838,"adventure,casual,indie,rpg,strategy",Dreamscape - Official Guide,"strategy,adventure,rpg,indie,casual","single-player,downloadable content,steam trading cards,partial controller support,steam cloud",3.99,False,366740,Aldorlea Games,2015
8297,"adventure,free to play,indie",Fausts Alptraum,"free to play,horror,indie,adventure,rpgmaker,puzzle,anime,female protagonist",single-player,Free To Play,False,574740,LaboRatStudio,2015
1853,action,Call of Duty®: Ghosts - Legend Pack - Makarov,action,"single-player,multi-player,co-op,downloadable content,steam achievements,full controller support,steam cloud,steam leaderboards",3.99,False,281340,Infinity Ward,2014
24287,"action,indie",Fabula Mortis,"action,indie,fps,steampunk,multiplayer,shooter,fantasy,fast-paced,first-person,colorful,atmospheric","multi-player,steam trading cards",7.99,False,320790,Deadghost Interactive,2014
16496,education,CV Maker for Mac,education,,19.99,False,461530,Individual Software,2016
2022,"adventure,casual,indie",White Noise Online,"horror,indie,adventure,casual,co-op,multiplayer,exploration,team-based,psychological horror,replay value,controller,first-person,walking simulator","single-player,multi-player,online multi-player,co-op,online co-op,cross-platform multiplayer,steam achievements,full controller support,steam trading cards,steam cloud",4.99,False,293860,Milkstone Studios,2014
19076,"action,indie,simulation,sports,early access",SCORE,"early access,indie,simulation,sports,action","single-player,multi-player,online multi-player,co-op,online co-op,cross-platform multiplayer,steam achievements,steam trading cards,steam workshop,partial controller support",4.99,True,438310,True Illusion Software,2016
10531,"action,adventure,casual,free to play,massively multiplayer,rpg",Trove - Gourdzilla Pack,"action,adventure,rpg,massively multiplayer,casual,free to play","online multi-player,mmo,co-op,downloadable content,steam trading cards,steam workshop,in-app purchases",,False,731390,Trion Worlds,2017
16047,"indie,strategy",Age of Rivals,"indie,strategy,board game,card game,turn-based,multiplayer,competitive,turn-based strategy","single-player,multi-player,online multi-player,cross-platform multiplayer",9.99,False,597970,Roboto Games,2017
19307,"casual,indie,simulation,sports,strategy",Global Soccer Manager,"sports,strategy,casual,simulation,indie","single-player,steam achievements,steam trading cards",7.99,False,475470,globalsoccermanager,2016
11194,"action,casual,free to play,indie,simulation,sports",Zaccaria Pinball - Zankor 2017 Table,"action,free to play,indie,casual,simulation,sports","single-player,multi-player,online multi-player,local multi-player,shared/split screen,cross-platform multiplayer,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",2.99,False,771110,Magic Pixel Kft.,2017
20663,"action,massively multiplayer,rpg",Hounds : The Last Hope,"action,massively multiplayer,rpg,third-person shooter,zombies,free to play","multi-player,mmo,co-op",Free to Play,False,366160,Netmarble Games,2016
19517,"action,adventure,indie",Beater Spirit,"action,indie,adventure,platformer","single-player,steam achievements,steam trading cards",5.99,False,482120,Airwolt,2016
13544,rpg,The Legend of Heroes: Trails of Cold Steel - Handy Accessories Pack,rpg,"single-player,downloadable content,full controller support",0.99,False,605331,Nihon Falcom,2017
7428,strategy,reconquest,"strategy,rts,base building","single-player,steam achievements",11.99,False,530040,StormCube Games,2016
7447,"casual,simulation",Rocksmith® 2014 Edition – Remastered – Green Day - “Good Riddance (Time of Your Life)”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,509683,Ubisoft - San Francisco,2016
14360,audio production,MAGIX Audio Cleaning Lab 2017 Steam Edition,audio production,,49.99,False,670450,MAGIX Software GmbH,2017
4210,simulation,FSX: Steam Edition - Albatros D.III (Oef) 253,simulation,"single-player,multi-player,downloadable content,partial controller support",9.99,False,379553,A2A Simulations,2015
11458,"indie,simulation,strategy",Kingdom: New Lands - Skull Island,"strategy,indie,simulation","single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud",Free,False,760200,Noio,2017
10176,"action,adventure,casual,indie",Caveman Warriors - Artbook,"action,adventure,indie,casual","single-player,multi-player,local multi-player,co-op,local co-op,shared/split screen,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud",3.99,False,711490,JanduSoft S.L.,2017
8569,simulation,FSX Steam Edition: Beechcraft® Duchess 76 Add-On,simulation,"single-player,multi-player,downloadable content,partial controller support",16.99,False,556210,Just Flight,2017
14722,"action,indie,strategy",Defend Your Kingdom,"action,indie,strategy","single-player,steam achievements,steam leaderboards",4.99,False,653780,Burning Pick Entertainment,2017
8253,"adventure,casual,indie,rpg,strategy",Extra Character (Female #3) + Item Pack for Arcane RE-Raise,"strategy,adventure,rpg,indie,casual","single-player,downloadable content,steam achievements,steam trading cards,captions available,partial controller support,steam cloud",3.99,False,611922,Arcane Raise,2017
25646,"simulation,strategy",Cities in Motion 2: Marvellous Monorails,"strategy,simulation","single-player,multi-player,co-op,cross-platform multiplayer,downloadable content,steam achievements,steam trading cards,steam workshop",9.99,False,225434,Colossal Order Ltd.,2014
20608,"adventure,indie",Rusty Lake Hotel,"indie,adventure,puzzle,horror,point & click,surreal,psychological horror","single-player,steam trading cards",1.99,False,435120,Rusty Lake,2016
20775,"casual,indie",Chef Solitaire: USA,"casual,indie,card game","single-player,steam achievements,steam trading cards",2.99,False,432190,The Revills Games,2016
14245,"action,casual,indie,racing",ConcPerfect 2017,"action,indie,casual,racing","single-player,multi-player,online multi-player,local multi-player,co-op,partial controller support",0.99,False,651550,"David Bohan,Jacob Alfaro,Nyles Avey,Wesley King",2017
737,"action,indie",Choplifter HD - Zombie Zombie Zombie,"action,indie,zombies","single-player,downloadable content",,False,205120,inXile Entertainment,2012
6585,"casual,indie,rpg,simulation,strategy",Tabletop Simulator - Viticulture,"rpg,indie,casual,simulation,strategy","single-player,multi-player,co-op,shared/split screen,cross-platform multiplayer,downloadable content,steam achievements,full controller support,steam trading cards,steam workshop,steam cloud,includes level editor",7.99,False,468733,"Berserk Games,Stonemaier Games",2016
18741,"action,adventure,free to play,massively multiplayer,rpg",Dungeon Fighter Online,"free to play,massively multiplayer,action,anime,rpg,beat em up,adventure,2d,side scroller,hack and slash,fighting,mmorpg,action rpg,2d fighter,online co-op,great soundtrack,dungeon crawler,singleplayer,open world","online multi-player,mmo,steam achievements,steam trading cards",Free To Play,False,495910,Neople,2016
5131,"action,adventure,indie",Lost Bros,"action,adventure,indie,pixel graphics","single-player,steam achievements,full controller support,steam trading cards,steam leaderboards",2.99,False,434390,Wheat Muffin Games,2016
16306,indie,Hardnoid,"indie,arcade","single-player,steam achievements,steam trading cards",0.99,False,574850,SharkGame,2017
13775,"action,casual,indie",Bad Shooter 2,"action,indie,casual",single-player,0.99,False,692180,REgorion,2017
10289,"audio production,utilities",Soundpad,"audio production,utilities",,4.99,False,629520,Leppsoft,2016
24182,"casual,indie,simulation,sports,strategy",Pool Nation - Unlock Assets Pack,"strategy,indie,casual,simulation,sports","single-player,multi-player,downloadable content,steam achievements,full controller support,steam workshop,steam cloud,steam leaderboards",1.99,False,272090,Cherry Pop Games,2014
10251,"adventure,indie",The Painscreek Killings,"adventure,indie,mystery,detective,story rich,atmospheric,walking simulator,female protagonist,exploration,open world,great soundtrack,singleplayer,drama,thriller,realistic,first-person","single-player,steam achievements,steam trading cards",19.99,False,624270,EQ Studios,2017
14468,simulation,The Museum Relic Campaign,simulation,"single-player,downloadable content,captions available,partial controller support",9.99,False,602623,Apache600,2017
16674,"action,indie,early access",ASSASSINATION BOX,"early access,action,indie,gun customization,competitive,minimalist,character customization","single-player,steam achievements,steam trading cards,steam cloud",5.99,True,551550,VitaliZelenyuk,2017
10724,"design &amp,illustration,utilities,web publishing",RPG Maker MV - Wonderland Music Pack,"design & illustration,utilities,web publishing","downloadable content,steam trading cards,partial controller support",11.99,False,703461,Murray Atkinson,2017
8416,"casual,simulation",Rocksmith® 2014 Edition – Remastered – Bob Marley &amp; The Wailers - “Redemption Song”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,590195,Ubisoft - San Francisco,2017
18070,"casual,simulation",Rocksmith® 2014 – Bob Marley &amp; The Wailers - “Three Little Birds”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,492988,Ubisoft - San Francisco,2016
23673,"indie,simulation,strategy",Making History: The Great War,"strategy,simulation,world war i,grand strategy,historical,indie,war,turn-based strategy,moddable,sandbox,singleplayer,multiplayer,military,open world,replay value,education","single-player,multi-player,cross-platform multiplayer,steam trading cards,steam workshop,partial controller support,includes level editor",29.99,False,279140,"Muzzy Lane Software,Factus Games",2015
4627,"action,adventure",Call of Duty®: Black Ops III - C.O.D.E. Warriors Personalization Pack,"action,adventure","single-player,multi-player,co-op,downloadable content,steam achievements,full controller support,steam trading cards,valve anti-cheat enabled,steam leaderboards",3.99,False,426730,Treyarch,2015
2580,"action,simulation,strategy",Arma 3 Helicopters,"simulation,action,strategy,tactical,shooter","single-player,multi-player,online multi-player,local multi-player,co-op,online co-op,local co-op,downloadable content,steam achievements,steam trading cards,captions available,steam workshop,partial controller support,steam leaderboards,includes level editor",11.99,False,304380,Bohemia Interactive,2014
9008,"adventure,casual,simulation",Mary Le Chef - Cooking Passion,"simulation,adventure,casual","single-player,steam achievements,steam trading cards",12.99,False,588620,Cateia Games,2017
2221,"casual,indie,simulation,strategy",Wildlife Park 2 - Domestic Animals,"simulation,strategy,indie,casual","single-player,downloadable content",0.99,False,308300,b-alive gmbh,2012
26421,"rpg,strategy",Baldur's Gate: Enhanced Edition,"rpg,fantasy,classic,isometric,party-based rpg,real-time with pause,strategy,singleplayer,crpg,co-op,story rich,character customization,adventure,multiplayer,online co-op,remake,magic,female protagonist,atmospheric,touch-friendly","single-player,multi-player,co-op,cross-platform multiplayer,steam achievements,steam trading cards,captions available",19.99,False,228280,Beamdog,2013
7110,"adventure,indie,rpg,strategy",Dawn's Light 2 - Strategy Guide,"strategy,adventure,rpg,indie","single-player,downloadable content,steam trading cards",0.99,False,532100,John Wizard,2016
2809,simulation,Train Simulator: The Story of Forest Rail Route Add-On,"simulation,trains,open world,sandbox,realistic,family friendly,trackir,co-op,physics,atmospheric","single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam workshop,steam cloud,steam leaderboards",24.99,False,277742,Union Workshop,2015
